,ABE,ABI,ABQ,ABR,ABY,ACK,ACT,ACV,ACY,ADK,ADQ,AEX,AGS,AIA,AKN,ALB,ALO,ALS,ALW,AMA,ANC,AOO,APN,ART,ASE,ATL,ATW,ATY,AUG,AUS,AVL,AVP,AZA,AZO,BDL,BET,BFD,BFF,BFL,BFM,BGM,BGR,BHB,BHM,BIL,BIS,BJI,BKG,BKW,BLI,BLV,BMI,BNA,BOI,BOS,BPT,BQK,BQN,BRD,BRO,BRW,BTM,BTR,BTV,BUF,BUR,BWI,BZN,CAE,CAK,CDB,CDC,CDR,CDV,CEC,CEZ,CGI,CHA,CHO,CHS,CID,CIU,CKB,CLE,CLL,CLT,CMH,CMI,CMX,CNM,CNY,COD,COS,COU,CPR,CPX,CRP,CRW,CSG,CVG,CVN,CWA,CYF,CYS,DAB,DAL,DAY,DBQ,DCA,DDC,DEC,DEN,DFW,DHN,DIK,DLG,DLH,DRO,DRT,DSM,DTW,DUJ,DUT,DVL,EAR,EAT,EAU,ECP,EGE,EKO,ELD,ELM,ELP,ENA,ERI,ESC,EUG,EVV,EWN,EWR,EYW,FAI,FAR,FAT,FAY,FCA,FKL,FLG,FLL,FLO,FNT,FSD,FSM,FWA,GAL,GCC,GCK,GDV,GEG,GFK,GGG,GGW,GJT,GLH,GNV,GPT,GRB,GRI,GRK,GRR,GSO,GSP,GTF,GTR,GUC,GUM,HDN,HGR,HHH,HIB,HLN,HNL,HNM,HOB,HOM,HOT,HOU,HPN,HRL,HRO,HSV,HTS,HVN,HVR,HYA,HYS,IAD,IAG,IAH,ICT,IDA,ILM,IMT,IND,INL,IPL,IPT,IRK,ISN,ISP,ITH,ITO,JAC,JAN,JAX,JFK,JHM,JLN,JMS,JNU,JST,KOA,KTN,LAN,LAR,LAS,LAW,LAX,LBB,LBE,LBF,LBL,LCH,LCK,LEB,LEX,LFT,LGA,LGB,LIH,LIT,LNK,LNS,LNY,LRD,LSE,LWB,LWS,LYH,MAF,MAZ,MBS,MCE,MCI,MCK,MCO,MDT,MDW,MEI,MEM,MFE,MFR,MGM,MGW,MHK,MHT,MIA,MKE,MKG,MKK,MKT,MLB,MLI,MLU,MMH,MOB,MOT,MQT,MRY,MSL,MSN,MSO,MSP,MSS,MSY,MTJ,MVY,MWA,MYR,OAJ,OAK,OGD,OGG,OGS,OKC,OLF,OMA,OME,ONT,OOK,ORD,ORF,ORH,OTH,OTZ,OWB,PAE,PAH,PBG,PBI,PDT,PDX,PGA,PGD,PGV,PHF,PHL,PHX,PIA,PIB,PIE,PIH,PIR,PIT,PKB,PLN,PNS,PPG,PQI,PRC,PSC,PSE,PSG,PSM,PSP,PUB,PUW,PVC,PVD,PVU,PWM,RAP,RDD,RDM,RDU,RFD,RHI,RIC,RIW,RKD,RKS,RNO,ROA,ROC,ROW,RST,RSW,RUT,SAF,SAN,SAT,SAV,SBA,SBN,SBP,SBY,SCC,SCE,SCK,SDF,SDP,SDY,SEA,SFB,SFO,SGF,SGU,SHD,SHH,SHR,SHV,SIT,SJC,SJT,SJU,SLC,SLK,SLN,SMF,SMX,SNA,SOW,SPI,SPN,SPS,SRQ,STC,STL,STS,STT,STX,SUN,SUX,SWF,SWO,SYR,TBN,TEX,TLH,TOL,TPA,TRI,TTN,TUL,TUP,TUS,TVC,TVF,TWF,TXK,TYR,TYS,UIN,USA,VCT,VDZ,VEL,VLD,VPS,VQS,WRG,WYS,XNA,XWA,YAK,YKM,YUM,GST,IWD,MCN
CHA,8,2,10,1,0,1,1,0,0,0,0,2,6,0,0,10,1,0,0,5,22,0,0,1,2,31,3,0,0,51,2,7,0,5,25,0,0,0,6,0,0,13,0,1,12,3,0,0,0,1,0,5,0,29,83,0,2,0,1,2,0,0,9,6,11,4,57,29,6,9,0,0,0,0,0,0,0,0,11,29,4,0,0,38,5,39,25,0,0,0,0,1,30,0,1,0,2,5,0,11,0,0,0,0,25,8,8,0,26,0,0,144,178,0,0,0,0,8,0,21,51,0,0,0,0,0,1,31,1,0,0,2,19,0,1,0,5,0,4,57,23,1,5,16,10,11,0,6,67,1,5,9,2,6,0,0,2,0,18,3,1,0,11,0,6,11,2,1,2,32,7,6,2,0,0,0,0,0,3,0,1,4,0,0,0,0,21,1,1,0,0,0,0,0,0,0,15,0,47,16,4,14,1,24,0,0,0,0,0,0,0,0,36,4,41,24,0,1,0,1,0,2,2,4,0,94,0,79,6,0,0,0,2,0,0,0,6,36,3,0,10,1,0,0,2,2,0,2,0,5,0,1,0,44,0,122,15,0,0,10,3,3,0,0,0,14,49,48,0,0,0,14,10,4,0,1,5,2,2,0,13,4,65,0,26,6,0,0,19,6,0,0,1,0,34,0,38,0,61,0,67,32,0,0,0,0,0,0,0,51,0,64,0,0,3,3,68,82,1,0,206,0,0,40,0,0,15,0,0,0,3,0,1,0,8,0,0,0,19,0,32,14,0,2,38,0,0,26,0,0,0,11,1,7,2,0,52,0,2,55,46,16,7,12,2,4,0,0,0,0,0,0,99,201,60,11,1,0,0,0,7,0,10,3,5,75,0,0,58,0,35,0,0,0,1,27,0,23,0,8,0,1,0,0,0,11,0,0,8,6,97,0,0,25,0,18,3,0,0,1,3,0,0,0,0,0,0,1,14,0,0,0,23,0,0,0,1,0,0,0
CHO,0,0,10,0,2,1,0,0,0,0,0,1,4,0,0,6,0,0,0,0,10,0,0,0,1,114,5,0,0,45,1,0,0,1,10,0,0,2,1,0,0,18,0,19,4,0,0,0,0,0,0,0,27,10,51,0,4,0,0,0,0,0,8,2,2,2,0,9,4,0,0,0,0,0,0,0,0,6,0,21,8,0,0,2,0,79,8,4,0,0,0,0,5,1,1,0,1,0,2,15,0,1,0,0,15,5,4,1,0,0,0,116,72,0,0,0,1,1,0,15,25,0,0,0,0,0,1,11,1,0,0,0,5,0,0,0,0,5,1,5,11,1,5,4,1,4,0,1,15,0,2,4,1,2,0,1,0,0,5,0,0,0,1,0,12,3,3,0,0,21,0,12,1,1,0,0,0,0,8,0,0,6,0,0,0,0,4,0,0,0,6,0,0,0,0,0,6,0,62,3,0,4,0,26,0,0,0,0,0,0,0,0,6,9,27,0,0,1,0,0,0,0,0,1,0,38,1,85,1,0,0,0,2,0,0,2,1,23,2,0,16,0,0,0,0,2,0,0,0,1,0,0,0,33,0,55,0,1,0,16,2,1,3,0,0,9,16,12,0,0,0,12,5,1,0,10,1,1,1,0,23,3,63,0,19,0,0,0,6,0,0,0,1,0,14,0,15,0,5,0,81,0,0,0,0,0,0,0,2,39,0,24,0,0,0,0,5,54,1,0,0,0,0,1,0,1,18,0,0,0,1,0,0,0,3,0,0,0,9,0,16,5,0,2,1,0,0,0,1,0,0,6,0,3,0,0,19,0,2,42,20,18,5,5,3,0,0,0,0,11,0,0,39,0,56,8,0,0,0,0,2,0,2,0,6,76,0,0,18,0,10,0,0,0,0,26,0,29,0,4,0,1,0,0,0,6,0,0,3,2,59,0,0,10,0,7,5,0,0,0,0,3,0,0,0,0,1,2,16,0,0,0,11,0,0,0,0,0,0,0
CHS,9,5,42,3,1,17,6,0,0,0,3,8,0,0,1,71,2,0,2,22,67,0,0,4,13,307,26,0,0,251,0,30,0,4,140,0,0,0,11,0,0,30,0,82,32,9,0,0,0,3,0,14,759,55,533,6,0,0,0,4,1,0,36,41,43,18,967,51,0,41,0,1,0,1,0,0,2,28,23,0,36,5,4,363,2,18,230,0,1,0,0,1,56,13,5,0,11,20,1,362,0,9,0,0,2,420,40,0,454,0,0,770,561,1,0,0,4,9,1,65,349,0,0,0,0,1,3,20,7,0,0,4,50,0,11,0,15,22,0,645,59,11,23,14,0,20,0,8,137,0,20,20,2,29,0,1,1,0,46,2,3,0,16,0,0,31,15,3,11,117,0,8,6,8,3,1,0,0,0,0,2,29,0,0,0,0,195,4,3,0,35,7,3,0,0,0,363,0,365,31,2,0,2,291,1,0,3,0,0,28,7,0,51,34,0,536,0,5,0,7,1,2,3,3,1,310,3,462,36,0,0,0,3,163,0,39,19,152,1,0,62,8,0,0,2,7,0,0,9,27,0,5,0,378,0,76,56,557,0,130,13,11,12,1,1,81,260,177,1,0,0,3,22,5,0,23,3,3,2,0,40,17,303,0,173,7,7,1,0,0,34,0,1,2,98,0,114,0,54,0,603,70,0,0,0,0,0,0,2,46,0,178,0,96,0,7,653,325,26,1,0,0,0,369,0,8,49,0,1,0,21,0,0,0,19,0,0,0,121,0,113,21,0,14,7,0,0,50,0,0,0,43,11,53,1,7,57,0,3,270,176,0,4,28,10,12,0,15,0,118,0,0,674,0,240,40,5,0,0,2,34,2,40,4,55,253,0,0,153,0,93,0,4,0,5,35,0,353,1,29,12,3,0,7,0,39,0,0,6,14,155,2,0,82,0,51,19,0,3,3,4,17,1,0,0,0,0,0,42,1,0,0,40,1,0,1,1,0,0,0
CID,5,5,15,1,1,2,5,0,0,0,0,0,6,0,0,8,0,0,0,4,33,0,0,0,3,78,2,0,0,51,12,3,374,1,28,0,0,0,2,0,0,8,0,18,11,10,0,0,0,1,0,0,149,47,43,3,1,0,1,4,0,0,9,6,10,10,52,25,12,7,0,0,0,0,0,0,0,3,4,34,0,2,0,20,3,123,17,0,0,0,0,1,15,0,1,0,4,3,1,23,0,1,0,0,9,0,6,0,61,0,0,621,230,0,2,0,3,9,2,0,52,0,0,0,0,0,0,14,2,0,0,0,20,0,2,0,16,2,4,33,12,4,11,12,6,20,0,4,34,0,3,2,1,3,0,1,1,0,24,1,3,0,9,0,6,2,1,0,8,10,18,21,7,1,0,0,1,0,6,2,3,5,0,0,0,0,14,0,6,0,4,0,0,0,0,0,29,0,90,8,13,36,1,6,0,0,0,0,0,0,0,0,10,5,47,13,0,0,0,0,0,1,1,1,1,305,1,171,4,0,0,0,0,0,0,5,4,45,0,1,8,0,0,0,3,0,1,1,4,7,0,4,0,0,0,78,27,0,0,18,5,11,2,0,0,11,38,4,1,0,0,5,0,2,0,4,2,0,2,0,0,16,35,0,25,4,0,0,26,12,0,0,1,0,18,0,0,0,32,0,32,23,0,0,0,0,1,0,1,23,0,104,0,131,2,1,59,90,0,0,279,0,0,31,0,0,22,0,1,4,6,0,0,0,10,0,1,0,14,0,16,9,2,8,55,0,0,29,0,0,1,29,14,6,1,0,48,0,1,97,51,26,9,1,3,2,0,3,0,10,0,0,120,193,69,3,4,1,0,0,2,0,27,2,11,92,0,0,54,0,44,0,0,0,1,10,0,2,2,0,0,0,0,0,0,6,0,0,4,0,51,5,0,7,0,39,6,0,2,0,0,15,0,0,0,0,0,0,29,0,1,0,5,0,1,0,1,0,0,0
CIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,13,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3,12,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,5,7,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,3,1,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,10,1,0,0,0,0,0,0,0,1,0,10,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,8,4,3,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,3,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
CKB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,100,0,0,0,0,0,5,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,3,121,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLE,4,19,82,6,7,8,4,6,0,0,1,22,31,0,0,26,0,1,0,17,59,0,1,1,23,2318,19,1,0,320,47,0,0,0,61,0,0,1,12,0,0,20,0,95,44,21,2,0,0,0,0,2,708,83,650,6,10,0,3,13,0,1,26,25,3,68,412,92,68,0,0,1,0,0,0,1,0,40,14,370,16,0,0,0,9,599,0,1,1,0,4,10,66,1,9,0,25,0,6,6,0,21,0,0,49,122,2,4,111,0,0,2029,1660,1,1,0,9,21,2,52,17,0,0,0,3,1,1,106,4,3,0,0,75,0,0,2,37,7,9,1177,88,13,22,47,22,69,0,16,1456,7,0,42,5,1,0,0,3,0,117,6,5,0,23,0,22,31,35,0,20,8,62,106,15,7,4,3,7,0,96,4,5,21,0,1,0,0,177,0,10,0,32,0,5,0,0,0,165,0,639,51,15,78,0,26,1,0,0,0,0,22,1,0,89,33,280,24,0,4,0,4,0,3,1,0,2,2906,5,1935,20,0,1,0,7,0,0,2,19,211,2,3,72,6,0,0,5,7,0,2,4,25,1,2,0,241,0,3304,7,392,0,120,22,35,14,0,3,56,442,71,0,0,0,18,16,8,0,24,12,4,13,1,52,44,474,0,335,16,7,0,1128,46,107,0,9,0,124,0,127,1,129,0,664,259,1,5,0,0,2,3,1,201,0,330,0,203,4,12,191,1291,10,1,170,5,0,0,0,7,125,0,0,2,19,0,0,0,32,0,0,0,53,0,73,50,5,17,315,0,6,77,1,0,0,125,8,1,3,7,1418,0,7,480,227,558,16,3,13,13,0,0,0,10,0,0,525,103,575,33,16,0,0,2,21,1,89,3,416,406,0,0,256,0,202,0,0,0,1,317,0,407,0,58,15,2,3,1,1,5,0,0,28,0,2405,12,0,86,0,116,14,0,0,3,2,68,0,0,0,0,0,2,255,0,0,4,36,2,0,0,5,0,0,0
CLL,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,4,0,0,0,2,22,0,0,0,0,0,2,0,1,5,0,0,0,2,0,0,0,0,6,1,2,0,0,0,0,0,0,13,1,8,0,0,0,0,0,0,0,1,0,3,0,7,2,3,0,0,0,0,0,0,0,0,2,0,2,4,0,0,9,0,16,4,0,0,0,0,0,5,1,0,0,0,0,0,4,0,0,0,0,0,0,2,0,15,0,0,36,11,0,0,0,0,4,1,8,8,0,0,0,0,0,0,2,2,0,0,0,13,0,0,0,0,1,0,5,1,0,0,4,1,2,0,2,6,0,1,2,2,1,0,0,0,0,3,0,0,0,2,0,0,0,3,1,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,6,0,0,6,1,0,0,10,0,0,0,0,0,0,0,0,7,3,10,0,0,1,0,0,0,0,0,0,0,13,0,16,7,0,0,0,0,0,0,1,0,6,0,0,3,1,0,0,0,0,0,0,2,9,0,0,0,9,0,10,0,0,0,14,4,1,1,0,0,0,2,5,0,0,0,0,4,0,0,5,1,1,0,0,4,1,16,0,5,3,1,1,0,1,0,0,0,0,4,0,5,0,6,0,12,2,0,0,0,0,0,0,0,1,0,15,0,0,1,0,9,16,2,0,0,0,0,3,0,0,6,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,2,15,0,0,1,0,0,0,8,1,0,2,1,5,0,1,16,0,2,1,3,1,0,0,2,0,6,0,0,20,0,12,4,1,0,0,0,0,0,5,0,3,15,0,0,12,0,12,0,1,0,0,0,0,13,1,0,0,0,0,0,1,0,0,0,4,0,9,1,0,5,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,6,0,0,0,1,0,0,0
CLT,149,24,115,5,2,23,13,3,0,0,4,20,6,0,0,240,2,0,1,34,115,1,0,6,23,512,40,1,1,619,15,104,0,22,481,0,0,0,41,0,3,165,0,141,56,29,10,0,0,2,0,14,850,182,1466,7,2,0,1,16,0,1,90,165,380,91,1701,193,10,149,0,2,0,0,0,0,0,53,27,37,138,0,1,629,19,0,342,28,5,0,4,10,101,22,10,0,27,19,3,440,0,34,0,0,76,228,93,9,930,0,0,3651,1898,4,0,0,21,32,2,259,1191,0,0,0,0,5,3,124,13,0,0,11,148,0,72,5,35,30,19,4085,249,20,57,117,11,121,0,32,2335,0,175,79,12,99,0,2,5,0,125,9,2,0,46,0,52,96,59,10,48,333,14,12,9,9,2,2,4,0,24,2,6,44,0,0,0,0,233,15,18,0,70,2,24,0,2,0,298,0,1138,110,26,37,2,548,2,0,25,1,0,61,12,5,187,90,243,765,0,10,0,7,0,10,3,22,0,2023,14,1988,51,0,0,0,11,0,0,56,17,1510,8,2,235,19,3,0,15,26,0,5,13,47,0,15,0,548,0,2538,111,222,1,419,35,57,20,1,25,428,1967,487,3,0,0,76,36,18,0,58,15,17,27,0,159,68,1022,0,569,18,19,2,31,25,44,0,9,1,317,0,279,1,286,0,1928,161,2,1,1,5,0,1,4,255,0,534,1,0,6,34,2313,1353,64,1,0,4,0,486,0,11,280,0,6,0,21,0,0,0,59,0,1,0,566,0,315,169,4,31,49,0,2,102,3,1,1,184,2,254,4,34,387,1,11,803,405,47,24,79,54,15,0,21,0,225,0,0,724,0,859,119,22,0,0,6,80,0,176,11,369,671,0,1,598,0,406,0,0,0,9,168,0,587,7,195,26,2,15,5,3,200,1,0,93,109,780,0,10,223,2,144,80,0,3,6,13,36,1,0,1,0,0,0,263,0,0,3,178,3,0,1,18,0,0,0
CMH,13,13,77,7,6,9,5,6,0,0,0,8,39,0,0,46,8,0,0,23,107,0,0,0,31,1648,14,1,0,254,37,4,0,4,74,1,0,0,12,0,0,35,0,66,34,16,5,0,0,1,0,1,304,95,341,1,6,1,4,16,0,1,30,11,17,92,443,118,54,0,0,0,0,0,0,0,1,21,10,231,18,0,0,1,4,360,0,3,3,0,2,12,63,10,7,0,28,0,3,0,0,9,0,0,44,399,0,3,289,0,0,1635,774,0,0,0,21,10,2,60,29,0,0,1,0,2,3,208,6,0,0,1,67,0,0,1,33,1,10,534,89,30,37,49,19,75,0,15,1026,5,0,41,7,1,0,2,6,0,121,9,3,0,25,0,20,32,21,4,24,17,33,95,12,7,5,1,2,0,82,3,5,36,0,0,0,0,387,1,30,0,25,0,3,0,0,0,205,0,436,47,19,93,0,3,2,0,0,0,0,24,1,0,94,29,279,48,0,2,0,9,0,7,7,2,0,1596,4,1034,25,0,0,0,8,0,0,0,16,486,18,1,71,9,0,0,5,11,0,2,6,32,0,3,0,230,0,1933,11,452,0,101,18,42,7,0,3,75,576,66,2,0,0,20,5,11,0,31,11,4,2,0,40,54,548,0,170,13,1,0,136,39,125,0,3,0,148,0,142,1,153,0,632,162,0,2,0,0,0,0,0,158,0,323,0,0,7,11,311,826,7,0,0,5,1,0,0,5,193,0,0,2,18,0,0,0,41,1,2,0,120,0,140,52,2,22,209,0,2,39,0,0,1,145,7,6,5,17,1026,0,12,477,251,105,12,1,16,18,0,0,0,0,0,0,816,0,290,35,11,0,0,1,25,1,133,5,151,419,0,3,239,0,202,0,0,1,0,126,0,226,5,101,23,3,1,5,0,18,0,0,39,0,1138,5,0,91,0,121,23,0,5,1,7,19,0,0,0,0,0,6,134,0,0,0,48,0,1,2,6,0,0,0
CMI,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,1,1,0,0,0,0,17,0,0,0,12,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,3,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,34,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,17,0,0,15,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,0,0,0,0,0,0,5,5,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,9,0,17,1,0,0,0,1,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,6,3,0,0,0,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,7,0,5,0,1,0,9,1,0,0,0,0,3,0,3,0,5,0,7,4,0,0,0,0,0,0,0,9,0,7,0,0,0,2,12,9,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,8,0,0,2,0,0,0,3,3,2,1,3,13,0,0,5,5,1,1,0,1,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,1,0,12,0,1,6,0,0,2,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,8,2,0,3,0,3,0,0,0,1,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CMX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,13,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,11,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4,0,10,1,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,5,1,0,0,0,0,0,0,0,1,0,17,0,0,0,0,3,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,6,0,0,3,0,0,0,0,0,2,0,0,5,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
